Conformity_missingness checks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form,Packet,Q#,Variable,Error_alert test name,Short test Description (English),Full test Description (English),Test Description Logic,Form(s) compared in test,Variable(s) compared in test,Error or alert?,Can be done in REDCap?,Type of test,Were these variables_concepts previous versions of UDS?,Question(s) for domain experts,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plausibility checks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A3,I,Q#,Variable,Error_alert test name,Short test Description (English),Full test Description (English),Test Description Logic,Form(s) compared in test,Variable(s) compared in test,Error or alert?,Can be done in REDCap?,Type of test,Were these variables_concepts previous versions of UDS?,Question(s) for domain experts,,,,,,,,,,,,,,,,,,,,,
A3,I,,AFFFAMM,If AFFFAMM is Yes then check for neurological problem/psychiatric condition,"If AFFFAMM=1 (Yes) then at least one of the following first-degree relatives should have a neurological problem/psychiatric condition present: Mom, Dad, Sibling 1-20, or Child 1-15","If Q1.AFFFAMM (Affected first-degree relatives?) =1 (Yes) then at least one of the following first-degree relatives should have a neurological problem/psychiatric condition present (ne 0): Q2a3. Mom (MOMNPSYC), Q2b3. Dad (DADNPSYC), Q3a3 - Qt3 Sibling 1-20 (SIBXNPSYC), or Q4a3 - Q4o3. Child 1-15 (KIDXNPSYC)","IF AFFFAMM = 1 then at least one of the following must not be equal to 0 (MOMNPSYC, DADNPSYC, SIB1NPSYC, SIB2NPSYC SIB3NPSYC SIB4NPSYC SIB5NPSYC SIB6NPSYC SIB7NPSYC, SIB8NPSYC, SIB9NPSYC, SIB10NPSYC, SIB11NPSYC, SIB12NPSYC, SIB13NPSYC, SIB14NPSYC, SIB15NPSYC, SIB16NPSYC, SIB17NPSYC, SIB18NPSYC, SIB19NPSYC, SIB20NPSYC, KID1NPSYC, KID2NPSYC, KID3NPSYC, KID4NPSYC, KID5NPSYC, KID6NPSYC, KID7NPSYC, KID8NPSYC, KID9NPSYC, KID10NPSYC, KID11NPSYC, KID12NPSYC, KID13NPSYC, KID14NPSYC, KID15NPSYC)",A3,"AFFFAMM, MOMNPSYC, DADNPSYC, SIB1NPSYC, SIB2NPSYC SIB3NPSYC SIB4NPSYC SIB5NPSYC SIB6NPSYC SIB7NPSYC, SIB8NPSYC, SIB9NPSYC, SIB10NPSYC, SIB11NPSYC, SIB12NPSYC, SIB13NPSYC, SIB14NPSYC, SIB15NPSYC, SIB16NPSYC, SIB17NPSYC, SIB18NPSYC, SIB19NPSYC, SIB20NPSYC, KID1NPSYC, KID2NPSYC, KID3NPSYC, KID4NPSYC, KID5NPSYC, KID6NPSYC, KID7NPSYC, KID8NPSYC, KID9NPSYC, KID10NPSYC, KID11NPSYC, KID12NPSYC, KID13NPSYC, KID14NPSYC, KID15NPSYC",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,MOMMEVAL,Compare MOM method of evaluation to age of death,IF MOMMEVAL=4 (autopsy) then MOMAGD should not = 888 (N/A),If Q2a5. MOMMEVAL (Mom method of evaluation) = 4 (autopsy) then Q2a2. MOMDAGE (Mom death age) should not equal 888 (not applicable),If MOMEVAL=4 and MOMDAGE=888,A3,"MOMEVAL, MOMDAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,DADMEVAL,Compare DAD method of evaluation to age of death,IF DADMEVAL=4 (autopsy) then DADAGD should not = 888 (N/A),If Q2b5. DADMEVAL (Dad method of evaluation) = 4 (autopsy) then Q2b2. DADDAGE (Dad death age) should not equal 888 (not applicable),If DADEVAL=4 and DADDAGE=888,A3,"DADEVAL, DADDAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB1MEVAL,Compare SIB1 method of evaluation to age of death,IF SIB1MEVAL=4 (autopsy) then SIB1AGD should not = 888 (N/A),If Q2a5. SIB1MEVAL (Sibling 1 method of evaluation) = 4 (autopsy) then Q2a2. SIB1DAGE (Sibling 1 death age) should not equal 888 (not applicable),If SIB1EVAL=4 and SIB1DAGE=888,A3,"SIB1EVAL, SIB1DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB2MEVAL,Compare SIB2 method of evaluation to age of death,IF SIB2MEVAL=4 (autopsy) then SIB2AGD should not = 888 (N/A),If Q2b5. SIB2MEVAL (Sibling 2 method of evaluation) = 4 (autopsy) then Q2b2. SIB2DAGE (Sibling 2 death age) should not equal 888 (not applicable),If SIB2EVAL=4 and SIB2DAGE=888,A3,"SIB2EVAL, SIB2DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB3MEVAL,Compare SIB3 method of evaluation to age of death,IF SIB3MEVAL=4 (autopsy) then SIB3AGD should not = 888 (N/A),If Q2c5. SIB3MEVAL (Sibling 3 method of evaluation) = 4 (autopsy) then Q2c2. SIB3DAGE (Sibling 3 death age) should not equal 888 (not applicable),If SIB3EVAL=4 and SIB3DAGE=888,A3,"SIB3EVAL, SIB3DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB4MEVAL,Compare SIB4 method of evaluation to age of death,IF SIB4MEVAL=4 (autopsy) then SIB4AGD should not = 888 (N/A),If Q2d5. SIB4MEVAL (Sibling 4 method of evaluation) = 4 (autopsy) then Q2d2. SIB4DAGE (Sibling 4 death age) should not equal 888 (not applicable),If SIB4EVAL=4 and SIB4DAGE=888,A3,"SIB4EVAL, SIB4DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB5MEVAL,Compare SIB5 method of evaluation to age of death,IF SIB5MEVAL=4 (autopsy) then SIB5AGD should not = 888 (N/A),If Q2e5. SIB5MEVAL (Sibling 5 method of evaluation) = 4 (autopsy) then Q2e2. SIB5DAGE (Sibling 5 death age) should not equal 888 (not applicable),If SIB5EVAL=4 and SIB5DAGE=888,A3,"SIB5EVAL, SIB5DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB6MEVAL,Compare SIB6 method of evaluation to age of death,IF SIB6MEVAL=4 (autopsy) then SIB6AGD should not = 888 (N/A),If Q2f5. SIB6MEVAL (Sibling 6 method of evaluation) = 4 (autopsy) then Q2f2. SIB6DAGE (Sibling 6 death age) should not equal 888 (not applicable),If SIB6EVAL=4 and SIB6DAGE=888,A3,"SIB6EVAL, SIB6DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB7MEVAL,Compare SIB7 method of evaluation to age of death,IF SIB7MEVAL=4 (autopsy) then SIB7AGD should not = 888 (N/A),If Q2g5. SIB7MEVAL (Sibling 7 method of evaluation) = 4 (autopsy) then Q2g2. SIB7DAGE (Sibling 7 death age) should not equal 888 (not applicable),If SIB7EVAL=4 and SIB7DAGE=888,A3,"SIB7EVAL, SIB7DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB8MEVAL,Compare SIB8 method of evaluation to age of death,IF SIB8MEVAL=4 (autopsy) then SIB8AGD should not = 888 (N/A),If Q2h5. SIB8MEVAL (Sibling 8 method of evaluation) = 4 (autopsy) then Q2h2. SIB8DAGE (Sibling 8 death age) should not equal 888 (not applicable),If SIB8EVAL=4 and SIB8DAGE=888,A3,"SIB8EVAL, SIB8DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB9MEVAL,Compare SIB9 method of evaluation to age of death,IF SIB9MEVAL=4 (autopsy) then SIB9AGD should not = 888 (N/A),If Q2i5. SIB9MEVAL (Sibling 9 method of evaluation) = 4 (autopsy) then Q2i2. SIB9DAGE (Sibling 9 death age) should not equal 888 (not applicable),If SIB9EVAL=4 and SIB9DAGE=888,A3,"SIB9EVAL, SIB9DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB10MEVAL,Compare SIB10 method of evaluation to age of death,IF SIB10MEVAL=4 (autopsy) then SIB10AGD should not = 888 (N/A),If Q2j5. SIB10MEVAL (Sibling 10 method of evaluation) = 4 (autopsy) then Q2j2. SIB10DAGE (Sibling 10 death age) should not equal 888 (not applicable),If SIB10EVAL=4 and SIB10DAGE=888,A3,"SIB10EVAL, SIB10DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB11MEVAL,Compare SIB11 method of evaluation to age of death,IF SIB11MEVAL=4 (autopsy) then SIB11AGD should not = 888 (N/A),If Q2k5. SIB11MEVAL (Sibling 11 method of evaluation) = 4 (autopsy) then Q2k2. SIB11DAGE (Sibling 12 death age) should not equal 888 (not applicable),If SIB11EVAL=4 and SIB11DAGE=888,A3,"SIB11EVAL, SIB11DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB12MEVAL,Compare SIB12 method of evaluation to age of death,IF SIB12MEVAL=4 (autopsy) then SIB12AGD should not = 888 (N/A),If Q2l5. SIB12MEVAL (Sibling 12 method of evaluation) = 4 (autopsy) then Q2l2. SIB12DAGE (Sibling 12 death age) should not equal 888 (not applicable),If SIB12EVAL=4 and SIB12DAGE=888,A3,"SIB12EVAL, SIB12DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB13MEVAL,Compare SIB13 method of evaluation to age of death,IF SIB13MEVAL=4 (autopsy) then SIB13AGD should not = 888 (N/A),If Q2m5. SIB13MEVAL (Sibling 13 method of evaluation) = 4 (autopsy) then Q2m2. SIB13DAGE (Sibling 13 death age) should not equal 888 (not applicable),If SIB13EVAL=4 and SIB13DAGE=888,A3,"SIB13EVAL, SIB13DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB14MEVAL,Compare SIB14 method of evaluation to age of death,IF SIB14MEVAL=4 (autopsy) then SIB14AGD should not = 888 (N/A),If Q2n5. SIB14MEVAL (Sibling 14 method of evaluation) = 4 (autopsy) then Q2n2. SIB14DAGE (Sibling 14 death age) should not equal 888 (not applicable),If SIB14EVAL=4 and SIB14DAGE=888,A3,"SIB14EVAL, SIB14DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB15MEVAL,Compare SIB15 method of evaluation to age of death,IF SIB15MEVAL=4 (autopsy) then SIB15AGD should not = 888 (N/A),If Q2o5. SIB15MEVAL (Sibling 15 method of evaluation) = 4 (autopsy) then Q2o2. SIB15DAGE (Sibling 15 death age) should not equal 888 (not applicable),If SIB15EVAL=4 and SIB15DAGE=888,A3,"SIB15EVAL, SIB15DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB16MEVAL,Compare SIB16 method of evaluation to age of death,IF SIB16MEVAL=4 (autopsy) then SIB16AGD should not = 888 (N/A),If Q2p5. SIB16MEVAL (Sibling 16 method of evaluation) = 4 (autopsy) then Q2p2. SIB16DAGE (Sibling 16 death age) should not equal 888 (not applicable),If SIB16EVAL=4 and SIB16DAGE=888,A3,"SIB16EVAL, SIB16DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB17MEVAL,Compare SIB17 method of evaluation to age of death,IF SIB17MEVAL=4 (autopsy) then SIB17AGD should not = 888 (N/A),If Q2q5. SIB17MEVAL (Sibling 17 method of evaluation) = 4 (autopsy) then Q2q2. SIB17DAGE (Sibling 17 death age) should not equal 888 (not applicable),If SIB17EVAL=4 and SIB17DAGE=888,A3,"SIB17EVAL, SIB17DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB18MEVAL,Compare SIB18 method of evaluation to age of death,IF SIB18MEVAL=4 (autopsy) then SIB18AGD should not = 888 (N/A),If Q2r5. SIB18MEVAL (Sibling 18 method of evaluation) = 4 (autopsy) then Q2r2. SIB18DAGE (Sibling 18 death age) should not equal 888 (not applicable),If SIB18EVAL=4 and SIB18DAGE=888,A3,"SIB18EVAL, SIB18DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB19MEVAL,Compare SIB19 method of evaluation to age of death,IF SIB19MEVAL=4 (autopsy) then SIB19AGD should not = 888 (N/A),If Q2s5. SIB19MEVAL (Sibling 19 method of evaluation) = 4 (autopsy) then Q2s2. SIB19DAGE (Sibling 19 death age) should not equal 888 (not applicable),If SIB19EVAL=4 and SIB19DAGE=888,A3,"SIB19EVAL, SIB19DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB20MEVAL,Compare SIB20 method of evaluation to age of death,IF SIB20MEVAL=4 (autopsy) then SIB20AGD should not = 888 (N/A),If Q2t5. SIB20MEVAL (Sibling 20 method of evaluation) = 4 (autopsy) then Q2t2. SIB20DAGE (Sibling 20 death age) should not equal 888 (not applicable),If SIB20EVAL=4 and SIB20DAGE=888,A3,"SIB20EVAL, SIB20DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID1MEVAL,Compare KID1 method of evaluation to age of death,IF KID1MEVAL=4 (autopsy) then KID1AGD should not = 888 (N/A),If Q2a5. KID1MEVAL (Child 1 method of evaluation) = 4 (autopsy) then Q2a2. KID1DAGE (Child 1 death age) should not equal 888 (not applicable),If KID1EVAL=4 and KID1DAGE=888,A3,"KID1EVAL, KID1DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID2MEVAL,Compare KID2 method of evaluation to age of death,IF KID2MEVAL=4 (autopsy) then KID2AGD should not = 888 (N/A),If Q2b5. KID2MEVAL (Child 2 method of evaluation) = 4 (autopsy) then Q2b2. KID2DAGE (Child 2 death age) should not equal 888 (not applicable),If KID2EVAL=4 and KID2DAGE=888,A3,"KID2EVAL, KID2DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID3MEVAL,Compare KID3 method of evaluation to age of death,IF KID3MEVAL=4 (autopsy) then KID3AGD should not = 888 (N/A),If Q2c5. KID3MEVAL (Child 3 method of evaluation) = 4 (autopsy) then Q2c2. KID3DAGE (Child 3 death age) should not equal 888 (not applicable),If KID3EVAL=4 and KID3DAGE=888,A3,"KID3EVAL, KID3DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID4MEVAL,Compare KID4 method of evaluation to age of death,IF KID4MEVAL=4 (autopsy) then KID4AGD should not = 888 (N/A),If Q2d5. KID4MEVAL (Child 4 method of evaluation) = 4 (autopsy) then Q2d2. KID4DAGE (Child 4 death age) should not equal 888 (not applicable),If KID4EVAL=4 and KID4DAGE=888,A3,"KID4EVAL, KID4DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID5MEVAL,Compare KID5 method of evaluation to age of death,IF KID5MEVAL=4 (autopsy) then KID5AGD should not = 888 (N/A),If Q2e5. KID5MEVAL (Child 5 method of evaluation) = 4 (autopsy) then Q2e2. KID5DAGE (Child 5 death age) should not equal 888 (not applicable),If KID5EVAL=4 and KID5DAGE=888,A3,"KID5EVAL, KID5DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID6MEVAL,Compare KID6 method of evaluation to age of death,IF KID6MEVAL=4 (autopsy) then KID6AGD should not = 888 (N/A),If Q2f5. KID6MEVAL (Child 6 method of evaluation) = 4 (autopsy) then Q2f2. KID6DAGE (Child 6 death age) should not equal 888 (not applicable),If KID6EVAL=4 and KID6DAGE=888,A3,"KID6EVAL, KID6DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID7MEVAL,Compare KID7 method of evaluation to age of death,IF KID7MEVAL=4 (autopsy) then KID7AGD should not = 888 (N/A),If Q2g5. KID7MEVAL (Child 7 method of evaluation) = 4 (autopsy) then Q2g2. KID7DAGE (Child 7 death age) should not equal 888 (not applicable),If KID7EVAL=4 and KID7DAGE=888,A3,"KID7EVAL, KID7DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID8MEVAL,Compare KID8 method of evaluation to age of death,IF KID8MEVAL=4 (autopsy) then KID8AGD should not = 888 (N/A),If Q2h5. KID8MEVAL (Child 8 method of evaluation) = 4 (autopsy) then Q2h2. KID8DAGE (Child 8 death age) should not equal 888 (not applicable),If KID8EVAL=4 and KID8DAGE=888,A3,"KID8EVAL, KID8DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID9MEVAL,Compare KID9 method of evaluation to age of death,IF KID9MEVAL=4 (autopsy) then KID9AGD should not = 888 (N/A),If Q2i5. KID9MEVAL (Child 9 method of evaluation) = 4 (autopsy) then Q2i2. KID9DAGE (Child 9 death age) should not equal 888 (not applicable),If KID9EVAL=4 and KID9DAGE=888,A3,"KID9EVAL, KID9DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID10MEVAL,Compare KID10 method of evaluation to age of death,IF KID10MEVAL=4 (autopsy) then KID10AGD should not = 888 (N/A),If Q2j5. KID10MEVAL (Child 10 method of evaluation) = 4 (autopsy) then Q2j2. KID10DAGE (Child 10 death age) should not equal 888 (not applicable),If KID10EVAL=4 and KID10DAGE=888,A3,"KID10EVAL, KID10DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID11MEVAL,Compare KID11 method of evaluation to age of death,IF KID11MEVAL=4 (autopsy) then KID11AGD should not = 888 (N/A),If Q2k5. KID11MEVAL (Child 11 method of evaluation) = 4 (autopsy) then Q2k2. KID11DAGE (Child 11 death age) should not equal 888 (not applicable),If KID11EVAL=4 and KID11DAGE=888,A3,"KID11EVAL, KID11DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID12MEVAL,Compare KID12 method of evaluation to age of death,IF KID12MEVAL=4 (autopsy) then KID12AGD should not = 888 (N/A),If Q2l5. KID12MEVAL (Child 12 method of evaluation) = 4 (autopsy) then Q2l2. KID12DAGE (Child 12 death age) should not equal 888 (not applicable),If KID12EVAL=4 and KID12DAGE=888,A3,"KID12EVAL, KID12DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID13MEVAL,Compare KID13 method of evaluation to age of death,IF KID13MEVAL=4 (autopsy) then KID13AGD should not = 888 (N/A),If Q2m5. KID13MEVAL (Child 13 method of evaluation) = 4 (autopsy) then Q2m2. KID13DAGE (Child 13 death age) should not equal 888 (not applicable),If KID13EVAL=4 and KID13DAGE=888,A3,"KID13EVAL, KID13DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID14MEVAL,Compare KID14 method of evaluation to age of death,IF KID14MEVAL=4 (autopsy) then KID14AGD should not = 888 (N/A),If Q2n5. KID14MEVAL (Child 14 method of evaluation) = 4 (autopsy) then Q2n2. KID14DAGE (Child 14 death age) should not equal 888 (not applicable),If KID14EVAL=4 and KID14DAGE=888,A3,"KID14EVAL, KID14DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,KID15MEVAL,Compare KID15 method of evaluation to age of death,IF KID15MEVAL=4 (autopsy) then KID15AGD should not = 888 (N/A),If Q2o5. KID15MEVAL (Child 15 method of evaluation) = 4 (autopsy) then Q2o2. KID15DAGE (Child 15 death age) should not equal 888 (not applicable),If KID15EVAL=4 and KID15DAGE=888,A3,"KID15EVAL, KID15DAGE",Alert,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,MOMETPR,Mom primary diagnosis cannot be unknown if method of evaluation is autopsy or exam,"IF MOMMEVAL=3,4 (exam or autopsy) then MOMETPR should not = 99 (Unknown)","IF Q2a5. MOMMEVAL (Mom method of evaluation)=3,4 (exam or autopsy) then Q2a4. MOMETPR (Mom primay dx) should not = 99 (Unknown)","IF MOMEVAL=3,4 and MOMETPR=99",A3,"MOMEVAL, MOMETPR",Error,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,DADETPR,Dad primary diagnosis cannot be unknown if method of evaluation is autopsy or exam,"IF DADMEVAL=3,4 (exam or autopsy) then DADETPR should not = 99 (Unknown)","IF Q2b5. DADMEVAL (Dad method of evaluation)=3,4 (exam or autopsy) then Q2b4. DADETPR (Dad primay dx) should not = 99 (Unknown)","IF DADEVAL=3,4 and DADETPR=99",A3,"DADEVAL, DADETPR",Error,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB1ETPR,Sibling 1 primary diagnosis cannot be unknown if method of evaluation is autopsy or exam,"IF SIB1MEVAL=3,4 (exam or autopsy) then SIB1ETPR should not = 99 (Unknown)","IF Q3a5. SIB1MEVAL (Sibling 1 method of evaluation)=3,4 (exam or autopsy) then Q3a4. SIB1ETPR (Sibling 1 primay dx) should not = 99 (Unknown)","IF SIB1EVAL=3,4 and SIB1ETPR=99",A3,"SIB1EVAL, SIB1ETPR",Error,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB2ETPR,Sibling 2 primary diagnosis cannot be unknown if method of evaluation is autopsy or exam,"IF SIB2MEVAL=3,4 (exam or autopsy) then SIB2ETPR should not = 99 (Unknown)","IF Q3b5. SIB2MEVAL (Sibling 2 method of evaluation)=3,4 (exam or autopsy) then Q3b4. SIB2ETPR (Sibling 2 primay dx) should not = 99 (Unknown)","IF SIB2EVAL=3,4 and SIB2ETPR=99",A3,"SIB2EVAL, SIB2ETPR",Error,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB3ETPR,Sibling 3 primary diagnosis cannot be unknown if method of evaluation is autopsy or exam,"IF SIB3MEVAL=3,4 (exam or autopsy) then SIB3ETPR should not = 99 (Unknown)","IF Q3c5. SIB3MEVAL (Sibling 3 method of evaluation)=3,4 (exam or autopsy) then Q3c4. SIB3ETPR (Sibling 3 primay dx) should not = 99 (Unknown)","IF SIB3EVAL=3,4 and SIB3ETPR=99",A3,"SIB3EVAL, SIB3ETPR",Error,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB4ETPR,Sibling 4 primary diagnosis cannot be unknown if method of evaluation is autopsy or exam,"IF SIB4MEVAL=3,4 (exam or autopsy) then SIB4ETPR should not = 99 (Unknown)","IF Q3d5. SIB4MEVAL (Sibling 4 method of evaluation)=3,4 (exam or autopsy) then Q3d4. SIB4ETPR (Sibling 4 primay dx) should not = 99 (Unknown)","IF SIB4EVAL=3,4 and SIB4ETPR=99",A3,"SIB4EVAL, SIB4ETPR",Error,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB5ETPR,Sibling 5 primary diagnosis cannot be unknown if method of evaluation is autopsy or exam,"IF SIB5MEVAL=3,4 (exam or autopsy) then SIB5ETPR should not = 99 (Unknown)","IF Q3e5. SIB5MEVAL (Sibling 5 method of evaluation)=3,4 (exam or autopsy) then Q3e4. SIB5ETPR (Sibling 5 primay dx) should not = 99 (Unknown)","IF SIB5EVAL=3,4 and SIB5ETPR=99",A3,"SIB5EVAL, SIB5ETPR",Error,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB6ETPR,Sibling 6 primary diagnosis cannot be unknown if method of evaluation is autopsy or exam,"IF SIB6MEVAL=3,4 (exam or autopsy) then SIB6ETPR should not = 99 (Unknown)","IF Q3f5. SIB6MEVAL (Sibling 6 method of evaluation)=3,4 (exam or autopsy) then Q3f4. SIB6ETPR (Sibling 6 primay dx) should not = 99 (Unknown)","IF SIB6EVAL=3,4 and SIB6ETPR=99",A3,"SIB6EVAL, SIB6ETPR",Error,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB7ETPR,Sibling 7 primary diagnosis cannot be unknown if method of evaluation is autopsy or exam,"IF SIB7MEVAL=3,4 (exam or autopsy) then SIB7ETPR should not = 99 (Unknown)","IF Q3g5. SIB7MEVAL (Sibling 7 method of evaluation)=3,4 (exam or autopsy) then Q3g4. SIB7ETPR (Sibling 7 primay dx) should not = 99 (Unknown)","IF SIB7EVAL=3,4 and SIB7ETPR=99",A3,"SIB7EVAL, SIB7ETPR",Error,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB8ETPR,Sibling 8 primary diagnosis cannot be unknown if method of evaluation is autopsy or exam,"IF SIB8MEVAL=3,4 (exam or autopsy) then SIB8ETPR should not = 99 (Unknown)","IF Q3h5. SIB8MEVAL (Sibling 8 method of evaluation)=3,4 (exam or autopsy) then Q3h4. SIB8ETPR (Sibling 8 primay dx) should not = 99 (Unknown)","IF SIB8EVAL=3,4 and SIB8ETPR=99",A3,"SIB8EVAL, SIB8ETPR",Error,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB9ETPR,Sibling 9 primary diagnosis cannot be unknown if method of evaluation is autopsy or exam,"IF SIB9MEVAL=3,4 (exam or autopsy) then SIB9ETPR should not = 99 (Unknown)","IF Q3i5. SIB9MEVAL (Sibling 9 method of evaluation)=3,4 (exam or autopsy) then Q3i4. SIB9ETPR (Sibling 9 primay dx) should not = 99 (Unknown)","IF SIB9EVAL=3,4 and SIB9ETPR=99",A3,"SIB9EVAL, SIB9ETPR",Error,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,,SIB10ETPR,Sibling 10 primary diagnosis cannot be unknown if method of evaluation is autopsy or exam,"IF SIB10MEVAL=3,4 (exam or autopsy) then SIB10ETPR should not = 99 (Unknown)","IF Q3j5. SIB10MEVAL (Sibling 10 method of evaluation)=3,4 (exam or autopsy) then Q3j4. SIB10ETPR (Sibling 10 primay dx) should not = 99 (Unknown)","IF SIB10EVAL=3,4 and SIB10ETPR=99",A3,"SIB10EVAL, SIB10ETPR",Error,No,Plausibility,Yes,,,,,,,,,,,,,,,,,,,,,,
